,filename,fold,target,category,esc10,src_file,take
1373,"['3-170015-A-0.wav', '3-118972-A-41.wav', '3-142006-A-10.wav']",3,"[4, 0, 6]","['dog', 'chainsaw', 'rain']",True,"[170015, 118972, 142006]","['A', 'A', 'A']"
1374,"['3-170377-A-38.wav', '3-118657-A-41.wav', '3-145774-A-12.wav']",3,"[1, 0, 2]","['clock_tick', 'chainsaw', 'crackling_fire']",True,"[170377, 118657, 145774]","['A', 'A', 'A']"
1375,"['3-170377-A-38.wav', '3-104632-A-12.wav', '3-157695-A-0.wav']",3,"[1, 2, 4]","['clock_tick', 'crackling_fire', 'dog']",True,"[170377, 104632, 157695]","['A', 'A', 'A']"
1376,"['3-170377-A-38.wav', '3-118657-A-41.wav', '3-143933-A-38.wav']",3,"[1, 0, 1]","['clock_tick', 'chainsaw', 'clock_tick']",True,"[170377, 118657, 143933]","['A', 'A', 'A']"
1377,"['3-170377-A-38.wav', '3-104958-A-12.wav', '3-155642-A-11.wav']",3,"[1, 2, 8]","['clock_tick', 'crackling_fire', 'sea_waves']",True,"[170377, 104958, 155642]","['A', 'A', 'A']"
1378,"['3-170377-A-38.wav', '3-104958-A-12.wav', '3-132852-A-10.wav']",3,"[1, 2, 6]","['clock_tick', 'crackling_fire', 'rain']",True,"[170377, 104958, 132852]","['A', 'A', 'A']"
1379,"['3-170377-A-38.wav', '3-118657-B-41.wav', '3-107219-A-1.wav']",3,"[1, 0, 7]","['clock_tick', 'chainsaw', 'rooster']",True,"[170377, 118657, 107219]","['A', 'B', 'A']"
1380,"['3-170383-A-38.wav', '3-116135-A-1.wav', '3-187710-A-11.wav']",3,"[1, 7, 8]","['clock_tick', 'rooster', 'sea_waves']",True,"[170383, 116135, 187710]","['A', 'A', 'A']"
1381,"['3-170383-A-38.wav', '3-118658-B-41.wav', '3-150363-A-38.wav']",3,"[1, 0, 1]","['clock_tick', 'chainsaw', 'clock_tick']",True,"[170383, 118658, 150363]","['A', 'B', 'A']"
1382,"['3-170383-A-38.wav', '3-118658-A-41.wav', '3-132852-A-10.wav']",3,"[1, 0, 6]","['clock_tick', 'chainsaw', 'rain']",True,"[170383, 118658, 132852]","['A', 'A', 'A']"
1383,"['3-170383-A-38.wav', '3-107219-A-1.wav', '3-155642-A-11.wav']",3,"[1, 7, 8]","['clock_tick', 'rooster', 'sea_waves']",True,"[170383, 107219, 155642]","['A', 'A', 'A']"
1384,"['3-170383-A-38.wav', '3-118972-A-41.wav', '3-150979-B-40.wav']",3,"[1, 0, 5]","['clock_tick', 'chainsaw', 'helicopter']",True,"[170383, 118972, 150979]","['A', 'A', 'B']"
1385,"['3-170383-A-38.wav', '3-120644-A-12.wav', '3-143933-A-38.wav']",3,"[1, 2, 1]","['clock_tick', 'crackling_fire', 'clock_tick']",True,"[170383, 120644, 143933]","['A', 'A', 'A']"
1386,"['3-171012-A-38.wav', '3-104632-A-12.wav', '3-157695-A-0.wav']",3,"[1, 2, 4]","['clock_tick', 'crackling_fire', 'dog']",True,"[171012, 104632, 157695]","['A', 'A', 'A']"
1387,"['3-171012-A-38.wav', '3-118657-A-41.wav', '3-145774-A-12.wav']",3,"[1, 0, 2]","['clock_tick', 'chainsaw', 'crackling_fire']",True,"[171012, 118657, 145774]","['A', 'A', 'A']"
1388,"['3-171012-A-38.wav', '3-116135-A-1.wav', '3-164688-A-38.wav']",3,"[1, 7, 1]","['clock_tick', 'rooster', 'clock_tick']",True,"[171012, 116135, 164688]","['A', 'A', 'A']"
1389,"['3-171012-A-38.wav', '3-118656-A-41.wav', '3-136288-A-0.wav']",3,"[1, 0, 4]","['clock_tick', 'chainsaw', 'dog']",True,"[171012, 118656, 136288]","['A', 'A', 'A']"
1390,"['3-171012-A-38.wav', '3-104958-A-12.wav', '3-148330-A-21.wav']",3,"[1, 2, 9]","['clock_tick', 'crackling_fire', 'sneezing']",True,"[171012, 104958, 148330]","['A', 'A', 'A']"
1391,"['3-171012-A-38.wav', '3-118656-A-41.wav', '3-141684-A-21.wav']",3,"[1, 0, 9]","['clock_tick', 'chainsaw', 'sneezing']",True,"[171012, 118656, 141684]","['A', 'A', 'A']"
1392,"['3-171041-A-38.wav', '3-118656-A-41.wav', '3-136288-A-0.wav']",3,"[1, 0, 4]","['clock_tick', 'chainsaw', 'dog']",True,"[171041, 118656, 136288]","['A', 'A', 'A']"
1393,"['3-171041-A-38.wav', '3-118658-A-41.wav', '3-155642-B-11.wav']",3,"[1, 0, 8]","['clock_tick', 'chainsaw', 'sea_waves']",True,"[171041, 118658, 155642]","['A', 'A', 'B']"
1394,"['3-171041-A-38.wav', '3-118657-B-41.wav', '3-157615-A-10.wav']",3,"[1, 0, 6]","['clock_tick', 'chainsaw', 'rain']",True,"[171041, 118657, 157615]","['A', 'B', 'A']"
1395,"['3-171041-A-38.wav', '3-118658-B-41.wav', '3-148330-A-21.wav']",3,"[1, 0, 9]","['clock_tick', 'chainsaw', 'sneezing']",True,"[171041, 118658, 148330]","['A', 'B', 'A']"
1396,"['3-171041-A-38.wav', '3-132852-A-10.wav', '3-163288-A-1.wav']",3,"[1, 6, 7]","['clock_tick', 'rain', 'rooster']",True,"[171041, 132852, 163288]","['A', 'A', 'A']"
1397,"['3-171041-A-38.wav', '3-118657-B-41.wav', '3-107219-A-1.wav']",3,"[1, 0, 7]","['clock_tick', 'chainsaw', 'rooster']",True,"[171041, 118657, 107219]","['A', 'B', 'A']"
1398,"['3-180256-A-0.wav', '3-118972-B-41.wav', '3-163288-A-1.wav']",3,"[4, 0, 7]","['dog', 'chainsaw', 'rooster']",True,"[180256, 118972, 163288]","['A', 'B', 'A']"
1399,"['3-180256-A-0.wav', '3-120644-A-12.wav', '3-118972-A-41.wav']",3,"[4, 2, 0]","['dog', 'crackling_fire', 'chainsaw']",True,"[180256, 120644, 118972]","['A', 'A', 'A']"
1400,"['3-180256-A-0.wav', '3-107219-A-1.wav', '3-170015-A-0.wav']",3,"[4, 7, 4]","['dog', 'rooster', 'dog']",True,"[180256, 107219, 170015]","['A', 'A', 'A']"
1401,"['3-180256-A-0.wav', '3-118656-A-41.wav', '3-164120-A-11.wav']",3,"[4, 0, 8]","['dog', 'chainsaw', 'sea_waves']",True,"[180256, 118656, 164120]","['A', 'A', 'A']"
1402,"['3-180256-A-0.wav', '3-104632-A-12.wav', '3-157695-A-0.wav']",3,"[4, 2, 4]","['dog', 'crackling_fire', 'dog']",True,"[180256, 104632, 157695]","['A', 'A', 'A']"
1403,"['3-180256-A-0.wav', '3-116135-A-1.wav', '3-120644-A-12.wav']",3,"[4, 7, 2]","['dog', 'rooster', 'crackling_fire']",True,"[180256, 116135, 120644]","['A', 'A', 'A']"
1404,"['3-180977-A-0.wav', '3-118658-B-41.wav', '3-144827-B-11.wav']",3,"[4, 0, 8]","['dog', 'chainsaw', 'sea_waves']",True,"[180977, 118658, 144827]","['A', 'B', 'B']"
1405,"['3-180977-A-0.wav', '3-107219-A-1.wav', '3-152007-C-20.wav']",3,"[4, 7, 3]","['dog', 'rooster', 'crying_baby']",True,"[180977, 107219, 152007]","['A', 'A', 'C']"
1406,"['3-180977-A-0.wav', '3-118658-B-41.wav', '3-142605-A-21.wav']",3,"[4, 0, 9]","['dog', 'chainsaw', 'sneezing']",True,"[180977, 118658, 142605]","['A', 'B', 'A']"
1407,"['3-180977-A-0.wav', '3-118657-A-41.wav', '3-145774-A-12.wav']",3,"[4, 0, 2]","['dog', 'chainsaw', 'crackling_fire']",True,"[180977, 118657, 145774]","['A', 'A', 'A']"
1408,"['3-180977-A-0.wav', '3-120644-A-12.wav', '3-118972-A-41.wav']",3,"[4, 2, 0]","['dog', 'crackling_fire', 'chainsaw']",True,"[180977, 120644, 118972]","['A', 'A', 'A']"
1409,"['3-180977-A-0.wav', '3-118972-B-41.wav', '3-120644-A-12.wav']",3,"[4, 0, 2]","['dog', 'chainsaw', 'crackling_fire']",True,"[180977, 118972, 120644]","['A', 'B', 'A']"
1410,"['3-187710-A-11.wav', '3-134049-A-1.wav', '3-152007-B-20.wav']",3,"[8, 7, 3]","['sea_waves', 'rooster', 'crying_baby']",True,"[187710, 134049, 152007]","['A', 'A', 'B']"
1411,"['3-187710-A-11.wav', '3-118657-A-41.wav', '3-143933-A-38.wav']",3,"[8, 0, 1]","['sea_waves', 'chainsaw', 'clock_tick']",True,"[187710, 118657, 143933]","['A', 'A', 'A']"
1412,"['3-187710-A-11.wav', '3-132852-A-10.wav', '3-150979-C-40.wav']",3,"[8, 6, 5]","['sea_waves', 'rain', 'helicopter']",True,"[187710, 132852, 150979]","['A', 'A', 'C']"
1413,"['3-187710-A-11.wav', '3-132852-A-10.wav', '3-118972-B-41.wav']",3,"[8, 6, 0]","['sea_waves', 'rain', 'chainsaw']",True,"[187710, 132852, 118972]","['A', 'A', 'B']"
1414,"['3-187710-A-11.wav', '3-118657-B-41.wav', '3-163459-A-0.wav']",3,"[8, 0, 4]","['sea_waves', 'chainsaw', 'dog']",True,"[187710, 118657, 163459]","['A', 'B', 'A']"
1415,"['3-187710-A-11.wav', '3-118658-A-41.wav', '3-150231-A-21.wav']",3,"[8, 0, 9]","['sea_waves', 'chainsaw', 'sneezing']",True,"[187710, 118658, 150231]","['A', 'A', 'A']"
1416,"['3-65748-A-12.wav', '3-118656-A-41.wav', '3-136288-A-0.wav']",3,"[2, 0, 4]","['crackling_fire', 'chainsaw', 'dog']",True,"[65748, 118656, 136288]","['A', 'A', 'A']"
1417,"['3-65748-A-12.wav', '3-120644-A-12.wav', '3-152007-B-20.wav']",3,"[2, 2, 3]","['crackling_fire', 'crackling_fire', 'crying_baby']",True,"[65748, 120644, 152007]","['A', 'A', 'B']"
1418,"['3-65748-A-12.wav', '3-118972-A-41.wav', '3-142006-A-10.wav']",3,"[2, 0, 6]","['crackling_fire', 'chainsaw', 'rain']",True,"[65748, 118972, 142006]","['A', 'A', 'A']"
1419,"['3-65748-A-12.wav', '3-118656-A-41.wav', '3-155642-B-11.wav']",3,"[2, 0, 8]","['crackling_fire', 'chainsaw', 'sea_waves']",True,"[65748, 118656, 155642]","['A', 'A', 'B']"
1420,"['3-65748-A-12.wav', '3-104958-A-12.wav', '3-143929-A-10.wav']",3,"[2, 2, 6]","['crackling_fire', 'crackling_fire', 'rain']",True,"[65748, 104958, 143929]","['A', 'A', 'A']"
1421,"['3-65748-A-12.wav', '3-118658-B-41.wav', '3-148330-A-21.wav']",3,"[2, 0, 9]","['crackling_fire', 'chainsaw', 'sneezing']",True,"[65748, 118658, 148330]","['A', 'B', 'A']"
1422,"['3-68630-A-40.wav', '3-118657-B-41.wav', '3-150979-A-40.wav']",3,"[5, 0, 5]","['helicopter', 'chainsaw', 'helicopter']",True,"[68630, 118657, 150979]","['A', 'B', 'A']"
1423,"['3-68630-A-40.wav', '3-118657-A-41.wav', '3-143933-A-38.wav']",3,"[5, 0, 1]","['helicopter', 'chainsaw', 'clock_tick']",True,"[68630, 118657, 143933]","['A', 'A', 'A']"
1424,"['3-68630-A-40.wav', '3-104958-A-12.wav', '3-148330-A-21.wav']",3,"[5, 2, 9]","['helicopter', 'crackling_fire', 'sneezing']",True,"[68630, 104958, 148330]","['A', 'A', 'A']"
1425,"['3-68630-A-40.wav', '3-107219-A-1.wav', '3-170015-A-0.wav']",3,"[5, 7, 4]","['helicopter', 'rooster', 'dog']",True,"[68630, 107219, 170015]","['A', 'A', 'A']"
1426,"['3-68630-A-40.wav', '3-120644-A-12.wav', '3-155642-B-11.wav']",3,"[5, 2, 8]","['helicopter', 'crackling_fire', 'sea_waves']",True,"[68630, 120644, 155642]","['A', 'A', 'B']"
1427,"['3-68630-A-40.wav', '3-118972-B-41.wav', '3-120644-A-12.wav']",3,"[5, 0, 2]","['helicopter', 'chainsaw', 'crackling_fire']",True,"[68630, 118972, 120644]","['A', 'B', 'A']"
1428,"['3-68630-B-40.wav', '3-118657-B-41.wav', '3-150979-A-40.wav']",3,"[5, 0, 5]","['helicopter', 'chainsaw', 'helicopter']",True,"[68630, 118657, 150979]","['B', 'B', 'A']"
1429,"['3-68630-B-40.wav', '3-118972-A-41.wav', '3-163288-A-1.wav']",3,"[5, 0, 7]","['helicopter', 'chainsaw', 'rooster']",True,"[68630, 118972, 163288]","['B', 'A', 'A']"
1430,"['3-68630-B-40.wav', '3-118972-B-41.wav', '3-120644-A-12.wav']",3,"[5, 0, 2]","['helicopter', 'chainsaw', 'crackling_fire']",True,"[68630, 118972, 120644]","['B', 'B', 'A']"
1431,"['3-68630-B-40.wav', '3-118658-B-41.wav', '3-144827-B-11.wav']",3,"[5, 0, 8]","['helicopter', 'chainsaw', 'sea_waves']",True,"[68630, 118658, 144827]","['B', 'B', 'B']"
1432,"['3-68630-B-40.wav', '3-107219-A-1.wav', '3-170015-A-0.wav']",3,"[5, 7, 4]","['helicopter', 'rooster', 'dog']",True,"[68630, 107219, 170015]","['B', 'A', 'A']"
1433,"['3-68630-B-40.wav', '3-118656-A-41.wav', '3-141684-A-21.wav']",3,"[5, 0, 9]","['helicopter', 'chainsaw', 'sneezing']",True,"[68630, 118656, 141684]","['B', 'A', 'A']"
1434,"['3-68630-C-40.wav', '3-118972-B-41.wav', '3-144028-A-0.wav']",3,"[5, 0, 4]","['helicopter', 'chainsaw', 'dog']",True,"[68630, 118972, 144028]","['C', 'B', 'A']"
1435,"['3-68630-C-40.wav', '3-118656-A-41.wav', '3-145382-A-1.wav']",3,"[5, 0, 7]","['helicopter', 'chainsaw', 'rooster']",True,"[68630, 118656, 145382]","['C', 'A', 'A']"
1436,"['3-68630-C-40.wav', '3-118658-A-41.wav', '3-166422-A-11.wav']",3,"[5, 0, 8]","['helicopter', 'chainsaw', 'sea_waves']",True,"[68630, 118658, 166422]","['C', 'A', 'A']"
1437,"['3-68630-C-40.wav', '3-104632-A-12.wav', '3-155312-A-0.wav']",3,"[5, 2, 4]","['helicopter', 'crackling_fire', 'dog']",True,"[68630, 104632, 155312]","['C', 'A', 'A']"
1438,"['3-68630-C-40.wav', '3-120644-A-12.wav', '3-152007-B-20.wav']",3,"[5, 2, 3]","['helicopter', 'crackling_fire', 'crying_baby']",True,"[68630, 120644, 152007]","['C', 'A', 'B']"
1439,"['3-68630-C-40.wav', '3-118656-A-41.wav', '3-150363-A-38.wav']",3,"[5, 0, 1]","['helicopter', 'chainsaw', 'clock_tick']",True,"[68630, 118656, 150363]","['C', 'A', 'A']"
1440,"['4-125929-A-40.wav', '4-156844-A-21.wav', '4-192236-A-0.wav']",4,"[5, 9, 4]","['helicopter', 'sneezing', 'dog']",True,"[125929, 156844, 192236]","['A', 'A', 'A']"
1441,"['4-125929-A-40.wav', '4-149294-A-41.wav', '4-170078-A-1.wav']",4,"[5, 0, 7]","['helicopter', 'chainsaw', 'rooster']",True,"[125929, 149294, 170078]","['A', 'A', 'A']"
1442,"['4-125929-A-40.wav', '4-149294-A-41.wav', '4-183487-A-1.wav']",4,"[5, 0, 7]","['helicopter', 'chainsaw', 'rooster']",True,"[125929, 149294, 183487]","['A', 'A', 'A']"
1443,"['4-125929-A-40.wav', '4-157611-A-41.wav', '4-184575-A-0.wav']",4,"[5, 0, 4]","['helicopter', 'chainsaw', 'dog']",True,"[125929, 157611, 184575]","['A', 'A', 'A']"
1444,"['4-125929-A-40.wav', '4-125929-A-40.wav', '4-181563-A-12.wav']",4,"[5, 5, 2]","['helicopter', 'helicopter', 'crackling_fire']",True,"[125929, 125929, 181563]","['A', 'A', 'A']"
1445,"['4-125929-A-40.wav', '4-156844-A-21.wav', '4-171207-A-12.wav']",4,"[5, 9, 2]","['helicopter', 'sneezing', 'crackling_fire']",True,"[125929, 156844, 171207]","['A', 'A', 'A']"
1446,"['4-149294-A-41.wav', '4-156843-A-21.wav', '4-195497-B-11.wav']",4,"[0, 9, 8]","['chainsaw', 'sneezing', 'sea_waves']",True,"[149294, 156843, 195497]","['A', 'A', 'B']"
1447,"['4-149294-A-41.wav', '4-164021-A-1.wav', '4-185619-A-21.wav']",4,"[0, 7, 9]","['chainsaw', 'rooster', 'sneezing']",True,"[149294, 164021, 185619]","['A', 'A', 'A']"
1448,"['4-149294-A-41.wav', '4-157297-A-21.wav', '4-59579-A-20.wav']",4,"[0, 9, 3]","['chainsaw', 'sneezing', 'crying_baby']",True,"[149294, 157297, 59579]","['A', 'A', 'A']"
1449,"['4-149294-A-41.wav', '4-125929-A-40.wav', '4-164064-A-1.wav']",4,"[0, 5, 7]","['chainsaw', 'helicopter', 'rooster']",True,"[149294, 125929, 164064]","['A', 'A', 'A']"
1450,"['4-149294-A-41.wav', '4-163264-A-10.wav', '4-164064-B-1.wav']",4,"[0, 6, 7]","['chainsaw', 'rain', 'rooster']",True,"[149294, 163264, 164064]","['A', 'A', 'B']"
1451,"['4-149294-A-41.wav', '4-161579-A-40.wav', '4-183992-A-0.wav']",4,"[0, 5, 4]","['chainsaw', 'helicopter', 'dog']",True,"[149294, 161579, 183992]","['A', 'A', 'A']"
1452,"['4-149294-B-41.wav', '4-149294-B-41.wav', '4-164661-B-12.wav']",4,"[0, 0, 2]","['chainsaw', 'chainsaw', 'crackling_fire']",True,"[149294, 149294, 164661]","['B', 'B', 'B']"
1453,"['4-149294-B-41.wav', '4-157611-B-41.wav', '4-185575-C-20.wav']",4,"[0, 0, 3]","['chainsaw', 'chainsaw', 'crying_baby']",True,"[149294, 157611, 185575]","['B', 'B', 'C']"
1454,"['4-149294-B-41.wav', '4-160999-A-10.wav', '4-185575-C-20.wav']",4,"[0, 6, 3]","['chainsaw', 'rain', 'crying_baby']",True,"[149294, 160999, 185575]","['B', 'A', 'C']"
1455,"['4-149294-B-41.wav', '4-161127-A-10.wav', '4-185575-C-20.wav']",4,"[0, 6, 3]","['chainsaw', 'rain', 'crying_baby']",True,"[149294, 161127, 185575]","['B', 'A', 'C']"
1456,"['4-149294-B-41.wav', '4-149294-B-41.wav', '4-164661-A-12.wav']",4,"[0, 0, 2]","['chainsaw', 'chainsaw', 'crackling_fire']",True,"[149294, 149294, 164661]","['B', 'B', 'A']"
1457,"['4-149294-B-41.wav', '4-156844-A-21.wav', '4-171207-A-12.wav']",4,"[0, 9, 2]","['chainsaw', 'sneezing', 'crackling_fire']",True,"[149294, 156844, 171207]","['B', 'A', 'A']"
1458,"['4-156843-A-21.wav', '4-149294-B-41.wav', '4-164661-B-12.wav']",4,"[9, 0, 2]","['sneezing', 'chainsaw', 'crackling_fire']",True,"[156843, 149294, 164661]","['A', 'B', 'B']"
1459,"['4-156843-A-21.wav', '4-149294-A-41.wav', '4-167077-C-20.wav']",4,"[9, 0, 3]","['sneezing', 'chainsaw', 'crying_baby']",True,"[156843, 149294, 167077]","['A', 'A', 'C']"
1460,"['4-156843-A-21.wav', '4-161579-B-40.wav', '4-182369-A-12.wav']",4,"[9, 5, 2]","['sneezing', 'helicopter', 'crackling_fire']",True,"[156843, 161579, 182369]","['A', 'B', 'A']"
1461,"['4-156843-A-21.wav', '4-157611-A-41.wav', '4-170247-B-12.wav']",4,"[9, 0, 2]","['sneezing', 'chainsaw', 'crackling_fire']",True,"[156843, 157611, 170247]","['A', 'A', 'B']"
1462,"['4-156843-A-21.wav', '4-157611-A-41.wav', '4-175000-A-40.wav']",4,"[9, 0, 5]","['sneezing', 'chainsaw', 'helicopter']",True,"[156843, 157611, 175000]","['A', 'A', 'A']"
1463,"['4-156843-A-21.wav', '4-163264-A-10.wav', '4-164064-C-1.wav']",4,"[9, 6, 7]","['sneezing', 'rain', 'rooster']",True,"[156843, 163264, 164064]","['A', 'A', 'C']"
1464,"['4-156844-A-21.wav', '4-160999-A-10.wav', '4-59579-B-20.wav']",4,"[9, 6, 3]","['sneezing', 'rain', 'crying_baby']",True,"[156844, 160999, 59579]","['A', 'A', 'B']"
1465,"['4-156844-A-21.wav', '4-157611-A-41.wav', '4-180380-A-10.wav']",4,"[9, 0, 6]","['sneezing', 'chainsaw', 'rain']",True,"[156844, 157611, 180380]","['A', 'A', 'A']"
1466,"['4-156844-A-21.wav', '4-157611-A-41.wav', '4-161579-A-40.wav']",4,"[9, 0, 5]","['sneezing', 'chainsaw', 'helicopter']",True,"[156844, 157611, 161579]","['A', 'A', 'A']"
1467,"['4-156844-A-21.wav', '4-161127-A-10.wav', '4-164661-A-12.wav']",4,"[9, 6, 2]","['sneezing', 'rain', 'crackling_fire']",True,"[156844, 161127, 164661]","['A', 'A', 'A']"
1468,"['4-156844-A-21.wav', '4-149294-B-41.wav', '4-183992-A-0.wav']",4,"[9, 0, 4]","['sneezing', 'chainsaw', 'dog']",True,"[156844, 149294, 183992]","['A', 'B', 'A']"
1469,"['4-156844-A-21.wav', '4-157297-A-21.wav', '4-161579-A-40.wav']",4,"[9, 9, 5]","['sneezing', 'sneezing', 'helicopter']",True,"[156844, 157297, 161579]","['A', 'A', 'A']"
1470,"['4-157297-A-21.wav', '4-161579-A-40.wav', '4-194711-A-38.wav']",4,"[9, 5, 1]","['sneezing', 'helicopter', 'clock_tick']",True,"[157297, 161579, 194711]","['A', 'A', 'A']"
1471,"['4-157297-A-21.wav', '4-163264-A-10.wav', '4-164064-B-1.wav']",4,"[9, 6, 7]","['sneezing', 'rain', 'rooster']",True,"[157297, 163264, 164064]","['A', 'A', 'B']"
1472,"['4-157297-A-21.wav', '4-125929-A-40.wav', '4-181563-A-12.wav']",4,"[9, 5, 2]","['sneezing', 'helicopter', 'crackling_fire']",True,"[157297, 125929, 181563]","['A', 'A', 'A']"
1473,"['4-157297-A-21.wav', '4-156843-A-21.wav', '4-165823-B-41.wav']",4,"[9, 9, 0]","['sneezing', 'sneezing', 'chainsaw']",True,"[157297, 156843, 165823]","['A', 'A', 'B']"
1474,"['4-157297-A-21.wav', '4-157611-B-41.wav', '4-164859-A-1.wav']",4,"[9, 0, 7]","['sneezing', 'chainsaw', 'rooster']",True,"[157297, 157611, 164859]","['A', 'B', 'A']"
1475,"['4-157297-A-21.wav', '4-164021-A-1.wav', '4-157297-A-21.wav']",4,"[9, 7, 9]","['sneezing', 'rooster', 'sneezing']",True,"[157297, 164021, 157297]","['A', 'A', 'A']"
1476,"['4-157611-A-41.wav', '4-164021-A-1.wav', '4-185619-A-21.wav']",4,"[0, 7, 9]","['chainsaw', 'rooster', 'sneezing']",True,"[157611, 164021, 185619]","['A', 'A', 'A']"
1477,"['4-157611-A-41.wav', '4-161579-B-40.wav', '4-182613-A-11.wav']",4,"[0, 5, 8]","['chainsaw', 'helicopter', 'sea_waves']",True,"[157611, 161579, 182613]","['A', 'B', 'A']"
1478,"['4-157611-A-41.wav', '4-163264-A-10.wav', '4-164661-B-12.wav']",4,"[0, 6, 2]","['chainsaw', 'rain', 'crackling_fire']",True,"[157611, 163264, 164661]","['A', 'A', 'B']"
1479,"['4-157611-A-41.wav', '4-157611-B-41.wav', '4-194754-A-0.wav']",4,"[0, 0, 4]","['chainsaw', 'chainsaw', 'dog']",True,"[157611, 157611, 194754]","['A', 'B', 'A']"
1480,"['4-157611-A-41.wav', '4-164021-A-1.wav', '4-157297-A-21.wav']",4,"[0, 7, 9]","['chainsaw', 'rooster', 'sneezing']",True,"[157611, 164021, 157297]","['A', 'A', 'A']"
1481,"['4-157611-A-41.wav', '4-156844-A-21.wav', '4-192236-A-0.wav']",4,"[0, 9, 4]","['chainsaw', 'sneezing', 'dog']",True,"[157611, 156844, 192236]","['A', 'A', 'A']"
1482,"['4-157611-B-41.wav', '4-149294-B-41.wav', '4-170247-B-12.wav']",4,"[0, 0, 2]","['chainsaw', 'chainsaw', 'crackling_fire']",True,"[157611, 149294, 170247]","['B', 'B', 'B']"
1483,"['4-157611-B-41.wav', '4-157297-A-21.wav', '4-170078-A-1.wav']",4,"[0, 9, 7]","['chainsaw', 'sneezing', 'rooster']",True,"[157611, 157297, 170078]","['B', 'A', 'A']"
1484,"['4-157611-B-41.wav', '4-125929-A-40.wav', '4-181865-A-38.wav']",4,"[0, 5, 1]","['chainsaw', 'helicopter', 'clock_tick']",True,"[157611, 125929, 181865]","['B', 'A', 'A']"
1485,"['4-157611-B-41.wav', '4-149294-B-41.wav', '4-164661-A-12.wav']",4,"[0, 0, 2]","['chainsaw', 'chainsaw', 'crackling_fire']",True,"[157611, 149294, 164661]","['B', 'B', 'A']"
1486,"['4-157611-B-41.wav', '4-157611-B-41.wav', '4-164064-B-1.wav']",4,"[0, 0, 7]","['chainsaw', 'chainsaw', 'rooster']",True,"[157611, 157611, 164064]","['B', 'B', 'B']"
1487,"['4-157611-B-41.wav', '4-157611-A-41.wav', '4-161579-A-40.wav']",4,"[0, 0, 5]","['chainsaw', 'chainsaw', 'helicopter']",True,"[157611, 157611, 161579]","['B', 'A', 'A']"
1488,"['4-160999-A-10.wav', '4-157611-B-41.wav', '4-164064-B-1.wav']",4,"[6, 0, 7]","['rain', 'chainsaw', 'rooster']",True,"[160999, 157611, 164064]","['A', 'B', 'B']"
1489,"['4-160999-A-10.wav', '4-161127-A-10.wav', '4-185575-C-20.wav']",4,"[6, 6, 3]","['rain', 'rain', 'crying_baby']",True,"[160999, 161127, 185575]","['A', 'A', 'C']"
1490,"['4-160999-A-10.wav', '4-161127-A-10.wav', '4-181035-A-38.wav']",4,"[6, 6, 1]","['rain', 'rain', 'clock_tick']",True,"[160999, 161127, 181035]","['A', 'A', 'A']"
1491,"['4-160999-A-10.wav', '4-161579-B-40.wav', '4-171519-A-21.wav']",4,"[6, 5, 9]","['rain', 'helicopter', 'sneezing']",True,"[160999, 161579, 171519]","['A', 'B', 'A']"
1492,"['4-160999-A-10.wav', '4-156844-A-21.wav', '4-192236-A-0.wav']",4,"[6, 9, 4]","['rain', 'sneezing', 'dog']",True,"[160999, 156844, 192236]","['A', 'A', 'A']"
1493,"['4-160999-A-10.wav', '4-161579-A-40.wav', '4-194711-A-38.wav']",4,"[6, 5, 1]","['rain', 'helicopter', 'clock_tick']",True,"[160999, 161579, 194711]","['A', 'A', 'A']"
1494,"['4-161127-A-10.wav', '4-161579-A-40.wav', '4-185575-C-20.wav']",4,"[6, 5, 3]","['rain', 'helicopter', 'crying_baby']",True,"[161127, 161579, 185575]","['A', 'A', 'C']"
1495,"['4-161127-A-10.wav', '4-157611-A-41.wav', '4-175000-A-40.wav']",4,"[6, 0, 5]","['rain', 'chainsaw', 'helicopter']",True,"[161127, 157611, 175000]","['A', 'A', 'A']"
1496,"['4-161127-A-10.wav', '4-160999-A-10.wav', '4-185575-C-20.wav']",4,"[6, 6, 3]","['rain', 'rain', 'crying_baby']",True,"[161127, 160999, 185575]","['A', 'A', 'C']"
1497,"['4-161127-A-10.wav', '4-125929-A-40.wav', '4-181563-A-12.wav']",4,"[6, 5, 2]","['rain', 'helicopter', 'crackling_fire']",True,"[161127, 125929, 181563]","['A', 'A', 'A']"
1498,"['4-161127-A-10.wav', '4-157611-A-41.wav', '4-184575-A-0.wav']",4,"[6, 0, 4]","['rain', 'chainsaw', 'dog']",True,"[161127, 157611, 184575]","['A', 'A', 'A']"
1499,"['4-161127-A-10.wav', '4-157297-A-21.wav', '4-59579-A-20.wav']",4,"[6, 9, 3]","['rain', 'sneezing', 'crying_baby']",True,"[161127, 157297, 59579]","['A', 'A', 'A']"
1500,"['4-161579-A-40.wav', '4-156843-A-21.wav', '4-191687-A-0.wav']",4,"[5, 9, 4]","['helicopter', 'sneezing', 'dog']",True,"[161579, 156843, 191687]","['A', 'A', 'A']"
1501,"['4-161579-A-40.wav', '4-156843-A-21.wav', '4-165823-B-41.wav']",4,"[5, 9, 0]","['helicopter', 'sneezing', 'chainsaw']",True,"[161579, 156843, 165823]","['A', 'A', 'B']"
